prediction_covid_topic,title,description,authors,date_download,date_publish,maintext,url,gdelt_title,gdelt_url,modeSearch,sourcecountrySearch,termSearch,periodtimeSearch,isOR,countMaximumRecords,urlGDELTV2FTAPI,urlArticleMobile,datetimeArticle,urlImage,domainArticle,languageArticle,countryArticle,pred_input,model_accuracy,model_kappa,model_f1,model_precision,model_recall,model,sample_size,train_prop_covid,mtry,n_tree,min_node_size,splitrule,model_type,fitted_on,txt_used
1,Governo do Brasil abre crédito de17 mil ME para financiar apoios a trabalhadores,"O Governo brasileiro publicou uma medida provisória que abre um crédito extraordinário de 98,2 mil milhões de reais (17 mil milhões de euros) para financiar subsídios para trabalhadores afetados pela crise causada pelo novo coronavírus.",Rádio E Televisão De Portugal,2020-04-03 12:00:24,2020-04-03 10:08:03,"A medida, publicada na noite de terça-feira em Diário Oficial da União e assinada pelo Presidente do Brasil, Jair Bolsonaro, prevê que as verbas sejam transferidas para o Ministério da Cidadania, pasta responsável pela implementação do programa.
Em causa está um programa de apoio a trabalhadores informais [sem contrato de trabalho], por conta própria e sem rendimentos fixos, atingidos pela crise do novo coronavírus, no valor de 600 reais mensais (105 euros).
A lei referente a esse programa foi também publicada em Diário Oficial da União, na noite de quinta-feira, 24 horas depois de Bolsonaro ter anunciado a sua autorização. De acordo com o Executivo, o auxílio deverá beneficiar 54 milhões de pessoas e será prestado ao longo de três meses.
O texto definiu ainda que as trabalhadoras informais que forem mães solteiras terão direito a duas prestações, ou seja, receberão 1.200 reais mensais (210 euros) por três meses.
Bolsonaro decidiu vetar três pontos da proposta, mas nenhum alterou o valor ou os critérios para participação no programa.
As medidas económicas do Governo brasileiro para fazer face à pandemia do novo coronavírus totalizam já 700 mil milhões de reais (122,7 mil milhões de euros), segundo informou no final de março o ministro da Economia, Paulo Guedes.
""Nos próximos três ou quatro meses, esses 700 mil milhões de reais vão entrar na economia brasileira para nos proteger desse choque da saúde que se está a abater sobre o povo brasileiro"", disse o governante.
O Governo brasileiro informou na quinta-feira que o Brasil tem 299 mortos e 7.910 infetados pelo novo coronavírus, naquele que foi o terceiro dia consecutivo em que o país sul-americano ultrapassou os mil casos confirmados da covid-19.
Ainda segundo Paulo Guedes, as medidas tomadas pelo Executivo para reduzir o impacto da crise causada pela pandemia já equivalem a 2,6% do Produto Interno Bruto (PIB) do país.
O novo coronavírus, responsável pela pandemia da covid-19, já infetou mais de um milhão de pessoas em todo o mundo, das quais morreram mais de 52 mil.
Depois de surgir na China, em dezembro, o surto espalhou-se por todo o mundo, o que levou a Organização Mundial da Saúde (OMS) a declarar uma situação de pandemia.
O continente europeu, com mais de 525 mil infetados e mais de 37 mil mortos, é aquele onde se regista o maior número de casos, e a Itália é o país do mundo com mais vítimas mortais, com 13.915 óbitos em 115.242 casos confirmados até hoje.",https://www.rtp.pt/noticias/covid-19/governo-do-brasil-abre-credito-de17-mil-me-para-financiar-apoios-a-trabalhadores_n1217928,Governo do Brasil abre crédito de17 mil ME para financiar apoios a trabalhadores,https://www.rtp.pt/noticias/covid-19/governo-do-brasil-abre-credito-de17-mil-me-para-financiar-apoios-a-trabalhadores_n1217928,artlist,PO,,40 minutes,FALSE,250,https://api.gdeltproject.org/api/v2/doc/doc?query=%20sourcecountry:po&sourcelang:por&mode=artlist&format=json&timespan=40&maxrecords=250&sort=datedesc,NA,2020-04-03T07:30:00Z,"https://cdn-images.rtp.pt/icm/noticias/images/00/00c92458eeaf386bffce014b1ce58a5e?&q=90&rect=0,60,800,439&auto=format",rtp.pt,Portuguese,Portugal,"A medida, publicada na noite de terça-feira em Diário Oficial da União e assinada pelo Presidente do Brasil, Jair Bolsonaro, prevê que as verbas sejam transferidas para o Ministério da Cidadania, pasta responsável pela implementação do programa.
Em causa está um programa de apoio a trabalhadores informais [sem contrato de trabalho], por conta própria e sem rendimentos fixos, atingidos pela crise do novo coronavírus, no valor de 600 reais mensais (105 euros).
A lei referente a esse programa foi também publicada em Diário Oficial da União, na noite de quinta-feira, 24 horas depois de Bolsonaro ter anunciado a sua autorização. De acordo com o Executivo, o auxílio deverá beneficiar 54 milhões de pessoas e será prestado ao longo de três meses.
O texto definiu ainda que as trabalhadoras informais que forem mães solteiras terão direito a duas prestações, ou seja, receberão 1.200 reais mensais (210 euros) por três meses.
Bolsonaro decidiu vetar três pontos da proposta, mas nenhum alterou o valor ou os critérios para participação no programa.
As medidas económicas do Governo brasileiro para fazer face à pandemia do novo coronavírus totalizam já 700 mil milhões de reais (122,7 mil milhões de euros), segundo informou no final de março o ministro da Economia, Paulo Guedes.
""Nos próximos três ou quatro meses, esses 700 mil milhões de reais vão entrar na economia brasileira para nos proteger desse choque da saúde que se está a abater sobre o povo brasileiro"", disse o governante.
O Governo brasileiro informou na quinta-feira que o Brasil tem 299 mortos e 7.910 infetados pelo novo coronavírus, naquele que foi o terceiro dia consecutivo em que o país sul-americano ultrapassou os mil casos confirmados da covid-19.
Ainda segundo Paulo Guedes, as medidas tomadas pelo Executivo para reduzir o impacto da crise causada pela pandemia já equivalem a 2,6% do Produto Interno Bruto (PIB) do país.
O novo coronavírus, responsável pela pandemia da covid-19, já infetou mais de um milhão de pessoas em todo o mundo, das quais morreram mais de 52 mil.
Depois de surgir na China, em dezembro, o surto espalhou-se por todo o mundo, o que levou a Organização Mundial da Saúde (OMS) a declarar uma situação de pandemia.
O continente europeu, com mais de 525 mil infetados e mais de 37 mil mortos, é aquele onde se regista o maior número de casos, e a Itália é o país do mundo com mais vítimas mortais, com 13.915 óbitos em 115.242 casos confirmados até hoje.",0.946590909090909,0.8515594157125936,0.9650817236255572,0.9622222222222222,0.9679582712369598,"Random Forests
('ranger' package, R 3.5.3.)
Wright MN, Ziegler A (2017). “ranger: A Fast Implementation of Random Forests for High Dimensional Data in C++ and R.” Journal of Statistical Software, 77(1), 1–17. doi: 10.18637/jss.v077.i01.",4110,0.2374787052810903,202,500,20,gini,classification,2020-04-02,A medida publicada na noite de terça-feira em Diário Oficial da União e assinada pelo Presidente do Brasil Jair Bolsonaro prevê que as verbas sejam transferidas para o Ministério da Cidadania pasta responsável pela implementação do programaEm causa está um programa de apoio a trabalhadores informais sem contrato de trabalho por conta própria e sem rendimentos fixos atingidos pela crise do novo coronavírus no valor de 600 reais mensais 105 eurosA lei referente a esse programa foi também publicada em Diário Oficial da União na noite de quinta-feira 24 horas depois de Bolsonaro ter anunciado a sua autorização De acordo com o Executivo o auxílio deverá beneficiar 54 milhões de pessoas e será prestado ao longo de três mesesO texto definiu ainda que as trabalhadoras informais que forem mães solteiras terão direito a duas prestações ou seja receberão 1200 reais mensais 210 euros por três mesesBolsonaro decidiu vetar três pontos da proposta mas nenhum alterou o valor ou os critérios para participação no programaAs medidas económicas do Governo brasileiro para fazer face à pandemia do novo coronavírus totalizam já 700 mil milhões de reais 1227 mil milhões de euros segundo informou no final de março o ministro da Economia Paulo GuedesNos próximos três ou quatro meses esses 700 mil milhões de reais vão entrar na economia brasileira para nos proteger desse choque da saúde que se está a abater sobre o povo brasileiro disse o governanteO Governo brasileiro informou na quinta-feira que o Brasil tem 299 mortos e 7910 infetados pelo novo coronavírus naquele que foi o terceiro dia consecutivo em que o país sul-americano ultrapassou os mil casos confirmados da covid-19Ainda segundo Paulo Guedes as medidas tomadas pelo Executivo para reduzir o impacto da crise causada pela pandemia já equivalem a 26 do Produto Interno Bruto PIB do paísO novo coronavírus responsável pela pandemia da covid-19 já infetou mais de um milhão de pessoas em todo o mundo das quais morreram mais de 52 milDepois de surgir na China em dezembro o surto espalhou-se por todo o mundo o que levou a Organização Mundial da Saúde OMS a declarar uma situação de pandemiaO continente europeu com mais de 525 mil infetados e mais de 37 mil mortos é aquele onde se regista o maior número de casos e a Itália é o país do mundo com mais vítimas mortais com 13915 óbitos em 115242 casos confirmados até hoje
