metric,value,model,date,train_n,is_covid_class_prop
Sensitivity,1,"logitboost
baseline",2020-03-28,3282,0.3080438756855576
Specificity,0.9375,"logitboost
baseline",2020-03-28,3282,0.3080438756855576
Pos Pred Value,0.9729729729729729,"logitboost
baseline",2020-03-28,3282,0.3080438756855576
Neg Pred Value,1,"logitboost
baseline",2020-03-28,3282,0.3080438756855576
Precision,0.972972972972973,"logitboost
baseline",2020-03-28,3282,0.3080438756855576
Recall,1,"logitboost
baseline",2020-03-28,3282,0.3080438756855576
F1,0.9863013698630138,"logitboost
baseline",2020-03-28,3282,0.3080438756855576
Prevalence,0.6923076923076923,"logitboost
baseline",2020-03-28,3282,0.3080438756855576
Detection Rate,0.6923076923076923,"logitboost
baseline",2020-03-28,3282,0.3080438756855576
Detection Prevalence,0.7115384615384616,"logitboost
baseline",2020-03-28,3282,0.3080438756855576
Balanced Accuracy,0.96875,"logitboost
baseline",2020-03-28,3282,0.3080438756855576
Accuracy,0.9914529914529915,"random forests
baseline",2020-03-28,3282,0.3080438756855576
Kappa,0.979808439037018,"random forests
baseline",2020-03-28,3282,0.3080438756855576
AccuracyLower,0.9851177371674844,"random forests
baseline",2020-03-28,3282,0.3080438756855576
AccuracyUpper,0.9955760619721635,"random forests
baseline",2020-03-28,3282,0.3080438756855576
AccuracyNull,0.6923076923076923,"random forests
baseline",2020-03-28,3282,0.3080438756855576
AccuracyPValue,4.26490556070593e-200,"random forests
baseline",2020-03-28,3282,0.3080438756855576
McnemarPValue,0.009374768459434878,"random forests
baseline",2020-03-28,3282,0.3080438756855576
Sensitivity,0.9989711934156379,"random forests
baseline",2020-03-28,3282,0.3080438756855576
Specificity,0.9745370370370371,"random forests
baseline",2020-03-28,3282,0.3080438756855576
Pos Pred Value,0.9887983706720977,"random forests
baseline",2020-03-28,3282,0.3080438756855576
Neg Pred Value,0.9976303317535546,"random forests
baseline",2020-03-28,3282,0.3080438756855576
Precision,0.9887983706720977,"random forests
baseline",2020-03-28,3282,0.3080438756855576
Recall,0.9989711934156379,"random forests
baseline",2020-03-28,3282,0.3080438756855576
F1,0.9938587512794268,"random forests
baseline",2020-03-28,3282,0.3080438756855576
Prevalence,0.6923076923076923,"random forests
baseline",2020-03-28,3282,0.3080438756855576
Detection Rate,0.6915954415954416,"random forests
baseline",2020-03-28,3282,0.3080438756855576
Detection Prevalence,0.6994301994301995,"random forests
baseline",2020-03-28,3282,0.3080438756855576
Balanced Accuracy,0.9867541152263375,"random forests
baseline",2020-03-28,3282,0.3080438756855576
Accuracy,0.9681528662420382,"fastText
baseline",2020-03-28,3282,0.3080438756855576
Kappa,0.9248770990048594,"fastText
baseline",2020-03-28,3282,0.3080438756855576
AccuracyLower,0.9576163794799488,"fastText
baseline",2020-03-28,3282,0.3080438756855576
AccuracyUpper,0.9766775936809691,"fastText
baseline",2020-03-28,3282,0.3080438756855576
AccuracyNull,0.6843595187544232,"fastText
baseline",2020-03-28,3282,0.3080438756855576
AccuracyPValue,3.4333592020283996e-163,"fastText
baseline",2020-03-28,3282,0.3080438756855576
McnemarPValue,7.744216431044076e-6,"fastText
baseline",2020-03-28,3282,0.3080438756855576
Sensitivity,0.9927611168562565,"fastText
baseline",2020-03-28,3282,0.3080438756855576
Specificity,0.9147982062780269,"fastText
baseline",2020-03-28,3282,0.3080438756855576
Pos Pred Value,0.9619238476953907,"fastText
baseline",2020-03-28,3282,0.3080438756855576
Neg Pred Value,0.9831325301204819,"fastText
baseline",2020-03-28,3282,0.3080438756855576
Precision,0.9619238476953907,"fastText
baseline",2020-03-28,3282,0.3080438756855576
Recall,0.9927611168562565,"fastText
baseline",2020-03-28,3282,0.3080438756855576
F1,0.9770992366412212,"fastText
baseline",2020-03-28,3282,0.3080438756855576
Prevalence,0.6843595187544232,"fastText
baseline",2020-03-28,3282,0.3080438756855576
Detection Rate,0.6794055201698513,"fastText
baseline",2020-03-28,3282,0.3080438756855576
Detection Prevalence,0.7062986553432413,"fastText
baseline",2020-03-28,3282,0.3080438756855576
Balanced Accuracy,0.9537796615671417,"fastText
baseline",2020-03-28,3282,0.3080438756855576
