metric,value,model,date,train_n,is_covid_class_prop
Balanced Accuracy,0.5070384560806017,"nb
baseline",2020-03-28,3625,0.37351724137931036
Accuracy,0.9819587628865979,"logitboost
baseline",2020-03-28,3625,0.37351724137931036
Kappa,0.9610799037028545,"logitboost
baseline",2020-03-28,3625,0.37351724137931036
AccuracyLower,0.9740302917208137,"logitboost
baseline",2020-03-28,3625,0.37351724137931036
AccuracyUpper,0.9879790962160733,"logitboost
baseline",2020-03-28,3625,0.37351724137931036
AccuracyNull,0.6262886597938144,"logitboost
baseline",2020-03-28,3625,0.37351724137931036
AccuracyPValue,1.2117296462485445e-262,"logitboost
baseline",2020-03-28,3625,0.37351724137931036
McnemarPValue,3.3515963066077355e-7,"logitboost
baseline",2020-03-28,3625,0.37351724137931036
Sensitivity,1,"logitboost
baseline",2020-03-28,3625,0.37351724137931036
Specificity,0.9517241379310345,"logitboost
baseline",2020-03-28,3625,0.37351724137931036
Pos Pred Value,0.972,"logitboost
baseline",2020-03-28,3625,0.37351724137931036
Neg Pred Value,1,"logitboost
baseline",2020-03-28,3625,0.37351724137931036
Precision,0.972,"logitboost
baseline",2020-03-28,3625,0.37351724137931036
Recall,1,"logitboost
baseline",2020-03-28,3625,0.37351724137931036
F1,0.9858012170385395,"logitboost
baseline",2020-03-28,3625,0.37351724137931036
Prevalence,0.6262886597938144,"logitboost
baseline",2020-03-28,3625,0.37351724137931036
Detection Rate,0.6262886597938144,"logitboost
baseline",2020-03-28,3625,0.37351724137931036
Detection Prevalence,0.6443298969072165,"logitboost
baseline",2020-03-28,3625,0.37351724137931036
Balanced Accuracy,0.9758620689655173,"logitboost
baseline",2020-03-28,3625,0.37351724137931036
Accuracy,0.9935567010309279,"random forests
baseline",2020-03-28,3625,0.37351724137931036
Kappa,0.9862065042731397,"random forests
baseline",2020-03-28,3625,0.37351724137931036
AccuracyLower,0.9881825636420191,"random forests
baseline",2020-03-28,3625,0.37351724137931036
AccuracyUpper,0.9969059914567348,"random forests
baseline",2020-03-28,3625,0.37351724137931036
AccuracyNull,0.6262886597938144,"random forests
baseline",2020-03-28,3625,0.37351724137931036
AccuracyPValue,4.9316165258513996e-293,"random forests
baseline",2020-03-28,3625,0.37351724137931036
McnemarPValue,0.11384629800665812,"random forests
baseline",2020-03-28,3625,0.37351724137931036
Sensitivity,0.9979423868312757,"random forests
baseline",2020-03-28,3625,0.37351724137931036
Specificity,0.9862068965517241,"random forests
baseline",2020-03-28,3625,0.37351724137931036
Pos Pred Value,0.9918200408997956,"random forests
baseline",2020-03-28,3625,0.37351724137931036
Neg Pred Value,0.9965156794425086,"random forests
baseline",2020-03-28,3625,0.37351724137931036
Precision,0.9918200408997955,"random forests
baseline",2020-03-28,3625,0.37351724137931036
Recall,0.9979423868312757,"random forests
baseline",2020-03-28,3625,0.37351724137931036
F1,0.9948717948717948,"random forests
baseline",2020-03-28,3625,0.37351724137931036
Prevalence,0.6262886597938144,"random forests
baseline",2020-03-28,3625,0.37351724137931036
Detection Rate,0.625,"random forests
baseline",2020-03-28,3625,0.37351724137931036
Detection Prevalence,0.6301546391752577,"random forests
baseline",2020-03-28,3625,0.37351724137931036
Balanced Accuracy,0.9920746416914998,"random forests
baseline",2020-03-28,3625,0.37351724137931036
Accuracy,0.9628681177976952,"fastText
baseline",2020-03-28,3625,0.37351724137931036
Kappa,0.9202864885791714,"fastText
baseline",2020-03-28,3625,0.37351724137931036
AccuracyLower,0.9522607240345308,"fastText
baseline",2020-03-28,3625,0.37351724137931036
AccuracyUpper,0.971685777147831,"fastText
baseline",2020-03-28,3625,0.37351724137931036
AccuracyNull,0.6197183098591549,"fastText
baseline",2020-03-28,3625,0.37351724137931036
AccuracyPValue,3.400195946187385e-231,"fastText
baseline",2020-03-28,3625,0.37351724137931036
McnemarPValue,4.312468453366188e-6,"fastText
baseline",2020-03-28,3625,0.37351724137931036
Sensitivity,0.9886363636363636,"fastText
baseline",2020-03-28,3625,0.37351724137931036
Specificity,0.9208754208754208,"fastText
baseline",2020-03-28,3625,0.37351724137931036
Pos Pred Value,0.9531872509960159,"fastText
baseline",2020-03-28,3625,0.37351724137931036
Neg Pred Value,0.9802867383512545,"fastText
baseline",2020-03-28,3625,0.37351724137931036
Precision,0.953187250996016,"fastText
baseline",2020-03-28,3625,0.37351724137931036
Recall,0.9886363636363636,"fastText
baseline",2020-03-28,3625,0.37351724137931036
F1,0.9705882352941178,"fastText
baseline",2020-03-28,3625,0.37351724137931036
Prevalence,0.6197183098591549,"fastText
baseline",2020-03-28,3625,0.37351724137931036
Detection Rate,0.6126760563380281,"fastText
baseline",2020-03-28,3625,0.37351724137931036
Detection Prevalence,0.6427656850192062,"fastText
baseline",2020-03-28,3625,0.37351724137931036
Balanced Accuracy,0.9547558922558923,"fastText
baseline",2020-03-28,3625,0.37351724137931036
