metric,value,model,date,train_n,is_covid_class_prop
Neg Pred Value,1,"random forests
baseline",2020-03-28,3664,0.38018558951965065
Precision,0.9948822927328557,"random forests
baseline",2020-03-28,3664,0.38018558951965065
Recall,1,"random forests
baseline",2020-03-28,3664,0.38018558951965065
F1,0.9974345818368393,"random forests
baseline",2020-03-28,3664,0.38018558951965065
Prevalence,0.6195028680688337,"random forests
baseline",2020-03-28,3664,0.38018558951965065
Detection Rate,0.6195028680688337,"random forests
baseline",2020-03-28,3664,0.38018558951965065
Detection Prevalence,0.6226896112173359,"random forests
baseline",2020-03-28,3664,0.38018558951965065
Balanced Accuracy,0.9958123953098827,"random forests
baseline",2020-03-28,3664,0.38018558951965065
Accuracy,0.9602523659305994,"fastText
baseline",2020-03-28,3664,0.38018558951965065
Kappa,0.9154306553393742,"fastText
baseline",2020-03-28,3664,0.38018558951965065
AccuracyLower,0.9494296187639083,"fastText
baseline",2020-03-28,3664,0.38018558951965065
AccuracyUpper,0.9693241417552876,"fastText
baseline",2020-03-28,3664,0.38018558951965065
AccuracyNull,0.6113564668769716,"fastText
baseline",2020-03-28,3664,0.38018558951965065
AccuracyPValue,4.714938753287521e-238,"fastText
baseline",2020-03-28,3664,0.38018558951965065
McnemarPValue,5.74471191915686e-6,"fastText
baseline",2020-03-28,3664,0.38018558951965065
Sensitivity,0.9865841073271414,"fastText
baseline",2020-03-28,3664,0.38018558951965065
Specificity,0.9188311688311688,"fastText
baseline",2020-03-28,3664,0.38018558951965065
Pos Pred Value,0.9502982107355864,"fastText
baseline",2020-03-28,3664,0.38018558951965065
Neg Pred Value,0.9775474956822108,"fastText
baseline",2020-03-28,3664,0.38018558951965065
Precision,0.9502982107355865,"fastText
baseline",2020-03-28,3664,0.38018558951965065
Recall,0.9865841073271414,"fastText
baseline",2020-03-28,3664,0.38018558951965065
F1,0.9681012658227849,"fastText
baseline",2020-03-28,3664,0.38018558951965065
Prevalence,0.6113564668769716,"fastText
baseline",2020-03-28,3664,0.38018558951965065
Detection Rate,0.6031545741324921,"fastText
baseline",2020-03-28,3664,0.38018558951965065
Detection Prevalence,0.6347003154574132,"fastText
baseline",2020-03-28,3664,0.38018558951965065
Balanced Accuracy,0.952707638079155,"fastText
baseline",2020-03-28,3664,0.38018558951965065
