metric,value,model,date,train_n,is_covid_class_prop
Balanced Accuracy,0.9878275656197361,"random forests
baseline",2020-03-28,3174,0.2844990548204159
Accuracy,0.962852897473997,"fastText
baseline",2020-03-28,3174,0.2844990548204159
Kappa,0.9064024610728809,"fastText
baseline",2020-03-28,3174,0.2844990548204159
AccuracyLower,0.9513172434686311,"fastText
baseline",2020-03-28,3174,0.2844990548204159
AccuracyUpper,0.9723053790143729,"fastText
baseline",2020-03-28,3174,0.2844990548204159
AccuracyNull,0.7161961367013373,"fastText
baseline",2020-03-28,3174,0.2844990548204159
AccuracyPValue,2.4304521851496807e-124,"fastText
baseline",2020-03-28,3174,0.2844990548204159
McnemarPValue,4.109787809945885e-5,"fastText
baseline",2020-03-28,3174,0.2844990548204159
Sensitivity,0.9896265560165975,"fastText
baseline",2020-03-28,3174,0.2844990548204159
Specificity,0.8952879581151832,"fastText
baseline",2020-03-28,3174,0.2844990548204159
Pos Pred Value,0.959758551307847,"fastText
baseline",2020-03-28,3174,0.2844990548204159
Neg Pred Value,0.9715909090909092,"fastText
baseline",2020-03-28,3174,0.2844990548204159
Precision,0.959758551307847,"fastText
baseline",2020-03-28,3174,0.2844990548204159
Recall,0.9896265560165975,"fastText
baseline",2020-03-28,3174,0.2844990548204159
F1,0.9744637385086823,"fastText
baseline",2020-03-28,3174,0.2844990548204159
Prevalence,0.7161961367013373,"fastText
baseline",2020-03-28,3174,0.2844990548204159
Detection Rate,0.7087667161961367,"fastText
baseline",2020-03-28,3174,0.2844990548204159
Detection Prevalence,0.7384843982169391,"fastText
baseline",2020-03-28,3174,0.2844990548204159
Balanced Accuracy,0.9424572570658905,"fastText
baseline",2020-03-28,3174,0.2844990548204159
